-29.52752467,0.657696598
-28.33020479,0.681313054
-27.13288491,0.699957625
-25.93556503,0.715287605
-24.73824515,0.738904061
-23.54092527,0.760034575
-22.34360539,0.786965622
-21.14628551,0.808510459
-19.94896563,0.835855829
-18.75164574,0.86651579
-17.55432586,0.909191141
-16.35700598,0.939022454
-15.1596861,0.977554567
-13.96236622,1.024787479
-12.76504634,1.085041997
-11.56772646,1.147427322
-10.37040658,1.21164751
-9.1730867,1.297412536
-8.03019045,1.392872738
-6.996141462,1.492835258
-6.070939736,1.587594563
-5.145738011,1.671954669
-4.220536285,1.789266669
-3.240910928,1.89511604
-2.533403726,1.980928417
-1.934743785,2.051326469
-1.009542059,2.171574359
-0.029916703,2.294061845
1.004132285,2.41299178
2.234106344,2.483855354
3.138748032,2.447081779
4.106279249,2.348264276
5.016638166,2.221630812
5.995556723,2.093007231
7.084029341,1.971084704
8.188051569,1.88440577
9.128802904,1.742381916
10.31057318,1.651337127
11.18135127,1.560330577
12.16097663,1.455822333
13.30387288,1.355044975
14.44676913,1.263023661
15.68944203,1.200714541
16.62371436,1.139980768
17.60333972,1.078649572
18.8006596,1.025201803
19.99797948,0.979211862
21.19529936,0.965393858
22.39261924,0.901733312
23.58993912,0.887752186
24.74190598,0.846705934
25.98457888,0.80975343
27.18189877,0.812082851
28.37921865,0.760034575
29.57653853,0.751748099
